,city,state,males,females,lat,lng,state_name,city_state,pop,murdersPerState
1630,Lorain,OH,3,2,41.452819,-82.1823746,Ohio,"Lorain, Ohio",297,484
1631,Madisonville,OH,1,0,39.1573886,-84.3903684,Ohio,"Madisonville, Ohio",19591,484
1632,Maple Heights,OH,2,0,41.4153313,-81.565956,Ohio,"Maple Heights, Ohio",23138,484
1633,Marengo,OH,1,0,40.4008945,-82.8107329,Ohio,"Marengo, Ohio",21027,484
1634,Marion,OH,1,0,40.5886699,-83.1285242,Ohio,"Marion, Ohio",3686,484
1635,Massillon,OH,1,0,40.7967244,-81.5215093,Ohio,"Massillon, Ohio",32149,484
1636,Maumee,OH,1,0,41.5628294,-83.6538244,Ohio,"Maumee, Ohio",2620,484
1637,Miami,OH,2,0,39.153265,-84.303412,Ohio,"Miami, Ohio",1837,484
1638,Middlefield,OH,1,0,41.4619986,-81.0737079,Ohio,"Middlefield, Ohio",4425,484
1639,Minerva,OH,1,0,40.7297817,-81.1053764,Ohio,"Minerva, Ohio",261,484
1640,Minerva Park,OH,1,0,40.0764526,-82.9437921,Ohio,"Minerva Park, Ohio",1272,484
1641,Montgomery County,OH,3,1,39.6837328,-84.2854817,Ohio,"Montgomery County, Ohio",229363,484
1642,Mount Airy,OH,1,0,39.191447,-84.5702225,Ohio,"Mount Airy, Ohio",1284,484
1643,Mount Orab,OH,1,0,39.0275659,-83.919652,Ohio,"Mount Orab, Ohio",3664,484
1644,Mount Vernon,OH,1,1,40.3933956,-82.4857181,Ohio,"Mount Vernon, Ohio",1574,484
1646,Muskingum County,OH,1,0,40.0064162,-81.9984697,Ohio,"Muskingum County, Ohio",86074,484
1647,New Bavaria,OH,1,1,41.2036599,-84.1682781,Ohio,"New Bavaria, Ohio",99,484
1648,New Straitsville,OH,1,1,39.577847,-82.2376489,Ohio,"New Straitsville, Ohio",722,484
1649,Niles,OH,1,0,41.1828353,-80.765358,Ohio,"Niles, Ohio",29803,484
1650,Oakley,OH,2,0,39.1536707,-84.424941,Ohio,"Oakley, Ohio",35432,484
1651,Orient,OH,2,1,39.8028398,-83.1518555,Ohio,"Orient, Ohio",358,484
1652,Ostrander,OH,1,1,40.266172,-83.2126932,Ohio,"Ostrander, Ohio",254,484
1653,Ottawa,OH,2,0,41.0192185,-84.0471666,Ohio,"Ottawa, Ohio",18768,484
1654,Painesville,OH,1,0,41.7244885,-81.245657,Ohio,"Painesville, Ohio",19563,484
1655,Piqua,OH,1,0,40.1447732,-84.2424449,Ohio,"Piqua, Ohio",20522,484
1656,Pittsfield,OH,1,0,41.2369967,-82.2190461,Ohio,"Pittsfield, Ohio",4576,484
1657,Portsmouth,OH,2,0,38.7317431,-82.9976742,Ohio,"Portsmouth, Ohio",195,484
1658,Powell,OH,1,0,40.1578403,-83.0751869,Ohio,"Powell, Ohio",955,484
1659,Ravenna,OH,1,0,41.1575566,-81.2420473,Ohio,"Ravenna, Ohio",605,484
1660,Reynoldsburg,OH,1,0,39.9547861,-82.8121191,Ohio,"Reynoldsburg, Ohio",35893,484
1661,Riverside,OH,1,0,39.779781,-84.1241047,Ohio,"Riverside, Ohio",2208,484
1662,Rocky River,OH,1,0,41.4756031,-81.8393034,Ohio,"Rocky River, Ohio",20213,484
1664,Salem,OH,1,1,40.9008923,-80.8567502,Ohio,"Salem, Ohio",1635,484
1665,Sidney,OH,1,0,40.2842164,-84.1554987,Ohio,"Sidney, Ohio",181,484
1666,Solon,OH,1,0,41.3897764,-81.4412259,Ohio,"Solon, Ohio",2037,484
1668,Springfield,OH,6,0,39.9242266,-83.8088172,Ohio,"Springfield, Ohio",1451,484
1670,Springfield Township,OH,1,0,39.1998095,-84.46665034981459,Ohio,"Springfield Township, Ohio",6245,484
1672,Steubenville,OH,3,0,40.3697905,-80.6339638,Ohio,"Steubenville, Ohio",18659,484
1673,Summit County,OH,1,1,41.1457902,-81.5333603,Ohio,"Summit County, Ohio",27994,484
1674,Tiffin,OH,1,0,41.1144992,-83.1779747,Ohio,"Tiffin, Ohio",1947,484
1675,Toledo,OH,23,5,41.6786754,-83.5127283,Ohio,"Toledo, Ohio",1238,484
1676,Trotwood,OH,2,0,39.7972788,-84.3113334,Ohio,"Trotwood, Ohio",24431,484
1677,Troy,OH,3,0,40.0394982,-84.2032767,Ohio,"Troy, Ohio",18033,484
1678,Warren,OH,2,1,41.2375569,-80.8184166,Ohio,"Warren, Ohio",6003,484
1679,West Carrollton,OH,1,0,40.5728404,-81.0856532,Ohio,"West Carrollton, Ohio",13143,484
1680,West Chester,OH,1,1,40.2336795,-81.3442776,Ohio,"West Chester, Ohio",146,484
1682,Westerville,OH,1,0,40.1261743,-82.9290696,Ohio,"Westerville, Ohio",152,484
1683,Westwood,OH,1,0,40.7814457,-81.9598667,Ohio,"Westwood, Ohio",112,484
1684,Whitehall,OH,1,0,39.9667308,-82.8854559,Ohio,"Whitehall, Ohio",2706,484
1685,Willard,OH,1,1,41.0531134,-82.7262958,Ohio,"Willard, Ohio",92,484
1686,Woodlawn,OH,1,0,39.2520022,-84.4702206,Ohio,"Woodlawn, Ohio",698,484
1687,Woodstock,OH,1,1,40.1739475,-83.5274254,Ohio,"Woodstock, Ohio",1428,484
1688,Yellow Springs,OH,1,0,39.8045432,-83.8925234,Ohio,"Yellow Springs, Ohio",3487,484
1689,Youngstown,OH,7,0,41.0997803,-80.6495194,Ohio,"Youngstown, Ohio",1935,484
1690,Zanesville,OH,1,0,39.9403453,-82.0131924,Ohio,"Zanesville, Ohio",491,484
1691,Fostoria,OH,0,1,41.156998,-83.4168702,Ohio,"Fostoria, Ohio",231,484
1692,Greenville,OH,0,1,40.1028264,-84.6330115,Ohio,"Greenville, Ohio",8135,484
1693,Irondale,OH,0,1,40.5717306,-80.7264665,Ohio,"Irondale, Ohio",12349,484
1696,Norwood,OH,0,1,39.1556149,-84.4596641,Ohio,"Norwood, Ohio",518,484
1697,Oak Harbor,OH,0,1,41.5067173,-83.1465875,Ohio,"Oak Harbor, Ohio",2759,484
1698,Pataskala,OH,0,1,39.9956193,-82.6743341,Ohio,"Pataskala, Ohio",14962,484
1699,Ross County,OH,0,1,39.3455507,-83.077359,Ohio,"Ross County, Ohio",78064,484
1700,Van Wert,OH,0,1,40.8014651,-84.600988,Ohio,"Van Wert, Ohio",230,484
1702,Wooster,OH,0,1,40.8050565,-81.935143,Ohio,"Wooster, Ohio",860,484
1703,Albany,NY,4,1,42.6511674,-73.754968,New York,"Albany, New York",18539,357
1704,Amherst,NY,1,1,42.9783924,-78.7997616,New York,"Amherst, New York",265,357
1705,Bath,NY,1,0,42.3370164,-77.3177577,New York,"Bath, New York",333,357
1707,Berlin,NY,1,0,42.6931351,-73.3720549,New York,"Berlin, New York",19866,357
1708,Binghamton,NY,2,0,42.0986867,-75.9179738,New York,"Binghamton, New York",47376,357
1709,Bovina,NY,1,0,42.2695295,-74.726823,New York,"Bovina, New York",633,357
1710,Brewster,NY,1,0,41.3973335,-73.6171915,New York,"Brewster, New York",305,357
1711,Brighton,NY,2,0,42.9911685,-78.8369796,New York,"Brighton, New York",2945,357
1712,Bronx,NY,41,3,40.8501002,-73.8662464,New York,"Bronx, New York",1385108,357
1713,Brooklyn,NY,74,6,40.6501038,-73.9495823,New York,"Brooklyn, New York",8210,357
1714,Brooklyn ,NY,1,0,40.6501038,-73.9495823,New York,"Brooklyn , New York",8210,357
1715,Brownsville,NY,1,0,43.0117299,-77.3663775,New York,"Brownsville, New York",845,357
1716,Brownville,NY,1,0,41.7998155,-74.3807086,New York,"Brownville, New York",1250,357
1717,Buffalo,NY,32,3,42.8864468,-78.8783689,New York,"Buffalo, New York",503,357
1718,Carmel,NY,1,0,41.4266361,-73.6788272,New York,"Carmel, New York",79191,357
1720,Cornwall,NY,1,2,40.7911785,-73.9748189433876,New York,"Cornwall, New York",1420,357
1721,Corona,NY,1,0,40.7469593,-73.8601456,New York,"Corona, New York",152374,357
1723,DeRuyter,NY,1,1,42.7584005,-75.8843616,New York,"DeRuyter, New York",558,357
1724,Deerpark,NY,1,0,41.4250435,-74.6694090900104,New York,"Deerpark, New York",7901,357
1725,East Fishkill,NY,1,0,41.5533306,-73.7956214,New York,"East Fishkill, New York",29029,357
1726,Eastport,NY,1,0,40.844395,-72.7199475986933,New York,"Eastport, New York",1331,357
1728,Enfield,NY,1,0,42.435906,-76.6313356,New York,"Enfield, New York",44654,357
1730,Fort Ann,NY,1,0,43.4142375,-73.4876124,New York,"Fort Ann, New York",484,357
1731,Garden City,NY,1,0,40.7267682,-73.6342955,New York,"Garden City, New York",492,357
1732,Geneva,NY,1,0,42.8689552,-76.9777436,New York,"Geneva, New York",4452,357
1733,Granville,NY,1,0,43.4078495,-73.259553,New York,"Granville, New York",1427,357
1734,Greenburgh,NY,1,0,41.004542,-73.8087442,New York,"Greenburgh, New York",88400,357
1735,Greenville,NY,1,0,41.3606496,-74.6165503,New York,"Greenville, New York",8135,357
1736,Harlem,NY,1,0,40.8078786,-73.9454154,New York,"Harlem, New York",2666,357
1737,Hempstead,NY,3,1,40.7062128,-73.6187397,New York,"Hempstead, New York",22609,357
1738,Herkimer,NY,3,0,43.4911326,-74.9481252,New York,"Herkimer, New York",223,357
1739,Hoosick,NY,1,0,42.8625783,-73.3281661,New York,"Hoosick, New York",6924,357
1742,Islip,NY,2,0,40.7298207,-73.2103934,New York,"Islip, New York",335543,357
1743,Lackawanna,NY,1,0,42.81909095,-78.8337177547016,New York,"Lackawanna, New York",18141,357
1744,Liberty,NY,1,0,41.8012002,-74.74655,New York,"Liberty, New York",8365,357
1745,Long Island,NY,1,0,43.1520122,-76.0610324,New York,"Long Island, New York",134,357
1746,Lynbrook,NY,1,0,40.6548253,-73.6717969,New York,"Lynbrook, New York",19427,357
1747,Manhattan,NY,8,1,40.7902778,-73.9597222,New York,"Manhattan, New York",7051,357
1748,Medford,NY,1,0,40.8175985,-73.0001068,New York,"Medford, New York",154,357
1749,Middletown,NY,1,0,41.4459271,-74.4229341,New York,"Middletown, New York",47648,357
1750,Minerva,NY,1,0,43.7914527,-73.984302,New York,"Minerva, New York",261,357
1751,Mohawk,NY,2,0,43.0114592,-75.0040449,New York,"Mohawk, New York",2731,357
1752,Monticello,NY,1,0,41.6556465,-74.6893282,New York,"Monticello, New York",9467,357
1753,Nassau,NY,1,0,40.7412643,-73.5877699,New York,"Nassau, New York",73314,357
1754,New Rochelle,NY,1,0,40.9115386,-73.7826363,New York,"New Rochelle, New York",77062,357
1755,New York,NY,1,0,40.7305991,-73.9865812,New York,"New York, New York",272,357
1756,Newark,NY,2,0,43.0467301,-77.0952516,New York,"Newark, New York",1176,357
1757,Newburgh,NY,3,2,41.5034271,-74.0104179,New York,"Newburgh, New York",3325,357
1758,Niagara Falls,NY,1,1,43.099685,-79.0305635122431,New York,"Niagara Falls, New York",50193,357
1761,North Hudson,NY,1,0,43.9525575,-73.7284641,New York,"North Hudson, New York",240,357
1763,Oceanside,NY,1,1,40.6387141,-73.6401296,New York,"Oceanside, New York",167086,357
1764,Philipstown,NY,1,0,41.4099095,-73.9255866293917,New York,"Philipstown, New York",9662,357
1765,Pleasant Valley,NY,3,1,41.7445382,-73.8212439,New York,"Pleasant Valley, New York",273,357
1766,Poughkeepsie,NY,4,1,41.7065779,-73.9284101,New York,"Poughkeepsie, New York",32736,357
1767,Queens,NY,23,3,40.7498243,-73.7976337,New York,"Queens, New York",2230722,357
1768,Rochester,NY,21,3,43.1572851,-77.6152141,New York,"Rochester, New York",3689,357
1769,Rockland County,NY,1,0,41.1591765,-74.0576158540952,New York,"Rockland County, New York",311687,357
1770,Rome,NY,2,0,43.2128473,-75.4557304,New York,"Rome, New York",36303,357
1772,Saratoga Springs,NY,2,1,43.0831301,-73.7845651,New York,"Saratoga Springs, New York",26586,357
1773,Schaghticoke,NY,2,0,42.8673813,-73.62936804283,New York,"Schaghticoke, New York",592,357
1774,Schenectady,NY,3,0,42.8142432,-73.9395687,New York,"Schenectady, New York",66135,357
1776,Shirley,NY,1,0,42.5767271,-78.9136452,New York,"Shirley, New York",291,357
1779,Syracuse,NY,14,2,43.0481221,-76.1474244,New York,"Syracuse, New York",2810,357
1780,Uniondale,NY,1,1,40.7003793,-73.5929056,New York,"Uniondale, New York",310,357
1781,Utica,NY,5,2,43.1009031,-75.2326641,New York,"Utica, New York",2052,357
1782,Wakefield,NY,1,0,40.8978772,-73.8523569,New York,"Wakefield, New York",980,357
1783,Warwick,NY,1,0,41.256483,-74.3598755,New York,"Warwick, New York",423,357
1784,Washington County,NY,1,0,43.374772,-73.4301202416778,New York,"Washington County, New York",17581,357
1785,Waterloo,NY,1,0,42.9047884,-76.8627368,New York,"Waterloo, New York",203,357
1786,Wawayanda,NY,1,1,41.3722145,-74.45943252478969,New York,"Wawayanda, New York",7266,357
1787,Webster,NY,3,0,43.2122851,-77.4299939,New York,"Webster, New York",785,357
1788,Wellsville,NY,1,0,42.8759077,-74.2723535,New York,"Wellsville, New York",1857,357
1789,Westford,NY,1,0,42.6500755,-74.7976507,New York,"Westford, New York",21951,357
1791,Yonkers,NY,2,1,40.9312099,-73.8987469,New York,"Yonkers, New York",195976,357
1792,York,NY,1,0,42.8711731,-77.8852838,New York,"York, New York",2538,357
1793,Bohemia,NY,0,1,40.7692649,-73.1151118,New York,"Bohemia, New York",82,357
1794,Forestport,NY,0,1,43.4420132,-75.2071112,New York,"Forestport, New York",1535,357
1795,Glens Falls,NY,0,1,43.3099598,-73.6442514,New York,"Glens Falls, New York",14700,357
1797,Ridge,NY,0,1,40.8939875,-72.8959364,New York,"Ridge, New York",427,357
1799,Tarrytown,NY,0,1,41.0762077,-73.8587461,New York,"Tarrytown, New York",87,357
1800,Walton,NY,0,1,42.1695296,-75.1293351,New York,"Walton, New York",55043,357
1801,Albany,OR,1,0,44.6365071,-123.1059324,Oregon,"Albany, Oregon",18539,81
1802,Altamont,OR,1,0,42.2068123,-121.737224,Oregon,"Altamont, Oregon",2319,81
1803,Bend,OR,2,0,44.0581728,-121.3153096,Oregon,"Bend, Oregon",76639,81
1805,Chiloquin,OR,1,0,42.5776364,-121.8661258,Oregon,"Chiloquin, Oregon",734,81
1806,Donald,OR,1,0,45.2222599,-122.8413946,Oregon,"Donald, Oregon",979,81
1807,Drain,OR,1,0,43.6587309,-123.3186987,Oregon,"Drain, Oregon",1151,81
1808,Eugene,OR,1,0,44.0505054,-123.0950506,Oregon,"Eugene, Oregon",2025,81
1809,Gold Beach,OR,1,0,42.4073334,-124.421774,Oregon,"Gold Beach, Oregon",2253,81
1810,Grant County,OR,3,0,44.477796,-119.010105678546,Oregon,"Grant County, Oregon",17853,81
1811,Gresham,OR,6,0,45.5067406,-122.4367058,Oregon,"Gresham, Oregon",223,81
1812,Hermiston,OR,1,0,45.8404101,-119.2894605,Oregon,"Hermiston, Oregon",16745,81
1813,Hillsboro,OR,2,1,45.5228939,-122.989827,Oregon,"Hillsboro, Oregon",552,81
1815,Klamath Falls,OR,2,0,42.224867,-121.7816704,Oregon,"Klamath Falls, Oregon",20840,81
1816,Lane County,OR,2,0,43.863845,-122.749256472778,Oregon,"Lane County, Oregon",1750,81
1817,Lebanon,OR,1,0,44.5365119,-122.9070339,Oregon,"Lebanon, Oregon",7308,81
1818,Loon Lake,OR,1,0,43.5871458,-123.837858275409,Oregon,"Loon Lake, Oregon",540,81
1819,Madras,OR,1,0,44.6334544,-121.1294872,Oregon,"Madras, Oregon",6046,81
1820,Molalla,OR,1,0,45.1473445,-122.5770322,Oregon,"Molalla, Oregon",8108,81
1821,Ontario,OR,1,0,44.0265525,-116.9629378,Oregon,"Ontario, Oregon",163924,81
1822,Oregon City,OR,3,1,45.3573429,-122.6067583,Oregon,"Oregon City, Oregon",3721,81
1823,Polk County,OR,1,1,44.89782,-123.428160163465,Oregon,"Polk County, Oregon",20662,81
1824,Portland,OR,12,2,45.5202471,-122.6741949,Oregon,"Portland, Oregon",430,81
1825,Roseburg,OR,3,1,43.216505,-123.3417381,Oregon,"Roseburg, Oregon",21181,81
1826,Salem,OR,4,1,44.9391565,-123.033121,Oregon,"Salem, Oregon",1635,81
1827,Scappoose,OR,1,0,45.7572997,-122.8743589,Oregon,"Scappoose, Oregon",6592,81
1828,Silverton,OR,2,0,45.0049305,-122.7832947,Oregon,"Silverton, Oregon",637,81
1829,Sisters,OR,1,0,44.290948,-121.5492516,Oregon,"Sisters, Oregon",2038,81
1830,The Dalles,OR,1,0,45.5945645,-121.1786823,Oregon,"The Dalles, Oregon",13620,81
1831,Umatilla,OR,1,0,45.9173549,-119.3425179,Oregon,"Umatilla, Oregon",3456,81
1832,Veneta,OR,2,1,44.0487342,-123.3509294,Oregon,"Veneta, Oregon",4561,81
1833,Warren,OR,1,0,45.8190032,-122.8489928,Oregon,"Warren, Oregon",6003,81
1834,Warrenton,OR,1,0,46.1651049,-123.9237557,Oregon,"Warrenton, Oregon",1937,81
1835,Winston,OR,1,0,43.1223383,-123.4125723,Oregon,"Winston, Oregon",24484,81
1836,Fairview,OR,0,1,45.546781,-122.437039767046,Oregon,"Fairview, Oregon",446,81
1837,Gold Hill,OR,0,1,44.5437722,-117.3954695,Oregon,"Gold Hill, Oregon",1708,81
1839,Grants Pass,OR,0,1,42.4393707,-123.3272489,Oregon,"Grants Pass, Oregon",34533,81
1840,La Pine,OR,0,2,43.6703995,-121.503636,Oregon,"La Pine, Oregon",1653,81
1842,Newberg,OR,0,1,45.3004928,-122.9725556,Oregon,"Newberg, Oregon",1632,81
1843,Redmond,OR,0,1,44.2726203,-121.1739212,Oregon,"Redmond, Oregon",4,81
1844,Tillamook,OR,0,1,45.0701116,-123.7266793,Oregon,"Tillamook, Oregon",4935,81
1845,Turner,OR,0,1,44.8431766,-122.9528708,Oregon,"Turner, Oregon",8930,81
1846,Albert Township,MI,1,0,42.37090955,-83.0771189635487,Michigan,"Albert Township, Michigan",2526,474
1847,Ann Arbor,MI,1,0,42.2838441,-83.7379612,Michigan,"Ann Arbor, Michigan",113934,474
1848,Bay City,MI,1,0,43.5944677,-83.8888648,Michigan,"Bay City, Michigan",1801,474
1849,Bedford Township,MI,1,0,42.39528,-85.23222,Michigan,"Bedford Township, Michigan",1065,474
1850,Belding,MI,1,0,43.0978095,-85.228906,Michigan,"Belding, Michigan",5757,474
1851,Benton Harbor,MI,1,1,42.1167065,-86.4541894,Michigan,"Benton Harbor, Michigan",10038,474
1852,Birmingham,MI,2,0,42.5467012,-83.2113192,Michigan,"Birmingham, Michigan",212237,474
1853,Buena Vista,MI,1,0,43.4203028,-83.8985827,Michigan,"Buena Vista, Michigan",2617,474
1854,Clayton,MI,1,0,41.863381,-84.2363347,Michigan,"Clayton, Michigan",3008,474
1855,Clinton,MI,1,0,42.9435238,-84.6125345,Michigan,"Clinton, Michigan",2602,474
1857,Dearborn,MI,1,1,42.3222599,-83.1763145,Michigan,"Dearborn, Michigan",50047,474
1858,Dearborn Heights,MI,1,1,42.3369816,-83.2732627,Michigan,"Dearborn Heights, Michigan",57774,474
1859,Detroit,MI,216,31,42.3486635,-83.0567375,Michigan,"Detroit, Michigan",237,474
1860,Dowagiac,MI,1,0,41.9842123,-86.1086228,Michigan,"Dowagiac, Michigan",5879,474
1861,Dowling,MI,1,0,42.5225362,-85.2530589,Michigan,"Dowling, Michigan",159,474
1862,Dundee,MI,1,0,41.9572676,-83.6596596,Michigan,"Dundee, Michigan",3717,474
1863,East Lansing,MI,1,1,42.723653,-84.477949026308,Michigan,"East Lansing, Michigan",48579,474
1864,Farmington Hills,MI,1,0,42.4853125,-83.3771553,Michigan,"Farmington Hills, Michigan",79740,474
1865,Flint,MI,43,3,43.0171773,-83.7236024,Michigan,"Flint, Michigan",96,474
1866,Forest Township,MI,1,0,43.179831,-83.5202149281428,Michigan,"Forest Township, Michigan",760,474
1867,Frenchtown,MI,1,0,46.4732698,-87.6790246,Michigan,"Frenchtown, Michigan",20428,474
1868,Fruitland Township,MI,1,0,43.018793,-85.644164,Michigan,"Fruitland Township, Michigan",5543,474
1869,Gaylord,MI,1,0,45.0275126,-84.6747523,Michigan,"Gaylord, Michigan",114,474
1870,Genesee,MI,1,0,43.1125262,-83.6177333,Michigan,"Genesee, Michigan",955,474
1871,Gilford,MI,1,1,43.4941889,-83.6219063,Michigan,"Gilford, Michigan",741,474
1872,Grand Rapids,MI,14,6,42.9633599,-85.6680863,Michigan,"Grand Rapids, Michigan",335,474
1873,Green Oak,MI,1,0,43.023508,-86.169484,Michigan,"Green Oak, Michigan",17476,474
1874,Greenville,MI,1,0,43.1775314,-85.2527987,Michigan,"Greenville, Michigan",8135,474
1875,Harper Woods,MI,2,0,42.4330924,-82.9240833,Michigan,"Harper Woods, Michigan",14236,474
1876,Harrison,MI,1,0,42.586022,-82.8104024681888,Michigan,"Harrison, Michigan",12943,474
1878,Indianfields,MI,1,0,43.4605773,-83.4285646,Michigan,"Indianfields, Michigan",6048,474
1879,Inkster,MI,8,1,42.2942045,-83.3099303,Michigan,"Inkster, Michigan",25369,474
1880,Ionia,MI,2,0,42.9469688,-85.0713945,Michigan,"Ionia, Michigan",291,474
1881,Jackson,MI,2,0,42.2465036,-84.4016963,Michigan,"Jackson, Michigan",5228,474
1882,Kalamazoo,MI,5,3,42.291707,-85.5872286,Michigan,"Kalamazoo, Michigan",74262,474
1883,Kentwood,MI,1,1,42.8694731,-85.6447492,Michigan,"Kentwood, Michigan",2198,474
1884,Lansing,MI,7,1,42.7337712,-84.5553805,Michigan,"Lansing, Michigan",28331,474
1885,Liberty,MI,1,0,42.1022634,-84.4005068,Michigan,"Liberty, Michigan",8365,474
1886,Manistee County,MI,1,0,44.341034,-86.045644365568,Michigan,"Manistee County, Michigan",24733,474
1887,Marlette Township,MI,1,0,43.3269685,-83.08022,Michigan,"Marlette Township, Michigan",1763,474
1888,Mason County,MI,1,0,43.9968906,-86.2600425960413,Michigan,"Mason County, Michigan",14666,474
1889,Mattawan,MI,1,0,42.2094839,-85.784453,Michigan,"Mattawan, Michigan",1997,474
1890,Merrill,MI,1,0,43.4097497,-84.3288783,Michigan,"Merrill, Michigan",755,474
1891,Milan,MI,1,0,42.0853204,-83.6824384,Michigan,"Milan, Michigan",700,474
1897,Muskegon,MI,4,1,43.2341813,-86.2483921,Michigan,"Muskegon, Michigan",38401,474
1898,Muskegon Heights,MI,4,0,43.2011264,-86.2389464,Michigan,"Muskegon Heights, Michigan",10856,474
1899,Nashville,MI,1,0,42.6028137,-85.0930536,Michigan,"Nashville, Michigan",4627,474
1900,Newaygo,MI,1,0,43.4197429,-85.8000506,Michigan,"Newaygo, Michigan",1976,474
1901,Newaygo County,MI,2,1,43.5527077,-85.8022251948329,Michigan,"Newaygo County, Michigan",48460,474
1902,Northville,MI,1,0,42.4310806,-83.4832262,Michigan,"Northville, Michigan",7410,474
1903,Novi,MI,3,1,42.48059,-83.4754913,Michigan,"Novi, Michigan",55224,474
1904,Oakland County,MI,2,0,42.6618842,-83.3804439,Michigan,"Oakland County, Michigan",1202362,474
1906,Oscoda,MI,2,0,44.6789109,-84.1467693,Michigan,"Oscoda, Michigan",8640,474
1907,Ottawa County,MI,1,0,42.986057,-86.0065295694165,Michigan,"Ottawa County, Michigan",6091,474
1908,Perry,MI,1,0,42.8264205,-84.2194127,Michigan,"Perry, Michigan",10591,474
1909,Plainfield,MI,1,0,42.4969793,-84.1074559,Michigan,"Plainfield, Michigan",15405,474
1910,Plainwell,MI,1,1,42.4400357,-85.6489035,Michigan,"Plainwell, Michigan",3804,474
1911,Pontiac,MI,6,1,42.6389216,-83.2910468,Michigan,"Pontiac, Michigan",11931,474
1912,Port Huron,MI,1,1,42.9815877,-82.440466,Michigan,"Port Huron, Michigan",30184,474
1914,Rochester Hills,MI,1,0,42.6583661,-83.1499322,Michigan,"Rochester Hills, Michigan",70995,474
1915,Romulus,MI,1,0,42.2222614,-83.3965995,Michigan,"Romulus, Michigan",23989,474
1916,Royal Oak,MI,1,0,42.4894801,-83.1446485,Michigan,"Royal Oak, Michigan",57236,474
1917,Saginaw,MI,17,5,43.4200387,-83.9490365,Michigan,"Saginaw, Michigan",51508,474
1918,Sherman Township,MI,1,0,47.264903,-88.202770222714,Michigan,"Sherman Township, Michigan",526,474
1919,Southfield,MI,2,1,42.4733689,-83.2218731,Michigan,"Southfield, Michigan",71739,474
1920,Southgate,MI,1,0,42.2061435,-83.20460296705299,Michigan,"Southgate, Michigan",3803,474
1921,Tallmadge,MI,1,0,42.992524,-85.8342049,Michigan,"Tallmadge, Michigan",17537,474
1923,Taylor,MI,1,1,42.240872,-83.2696509,Michigan,"Taylor, Michigan",2375,474
1924,Valley,MI,1,0,42.513641,-83.328255,Michigan,"Valley, Michigan",9524,474
1925,Walled Lake,MI,1,0,42.537811,-83.4810481,Michigan,"Walled Lake, Michigan",6999,474
1926,White Lake,MI,1,1,42.6916964,-83.5541098,Michigan,"White Lake, Michigan",802,474
1927,Wixom,MI,1,1,42.5247555,-83.5363268,Michigan,"Wixom, Michigan",13498,474
1928,Ypsilanti,MI,2,0,42.2411499,-83.6129939,Michigan,"Ypsilanti, Michigan",19435,474
1929,Ypsilanti Township,MI,1,0,42.2172635,-83.60183392850061,Michigan,"Ypsilanti Township, Michigan",128,474
1930,Berlin Township,MI,0,1,42.0347283,-83.2520579898415,Michigan,"Berlin Township, Michigan",746,474
1931,Champion,MI,0,1,46.5138246,-87.9634679,Michigan,"Champion, Michigan",297,474
1932,Comstock,MI,0,1,42.2867083,-85.5133374,Michigan,"Comstock, Michigan",93,474
1933,Eastpointe,MI,0,1,42.4683698,-82.9554746,Michigan,"Eastpointe, Michigan",32442,474
1934,Mecosta Township,MI,0,1,43.6375503,-85.3168199,Michigan,"Mecosta Township, Michigan",2615,474
1935,Oak Park,MI,0,1,42.4594803,-83.1827051,Michigan,"Oak Park, Michigan",484,474
1936,Ovid,MI,0,1,43.0058396,-84.3714696,Michigan,"Ovid, Michigan",318,474
1937,Portage,MI,0,1,42.2011538,-85.5800022,Michigan,"Portage, Michigan",36828,474
1938,Traverse City,MI,0,1,44.7606441,-85.6165301,Michigan,"Traverse City, Michigan",14674,474
1939,Albertville,AL,2,0,34.266641,-86.1995994934882,Alabama,"Albertville, Alabama",21160,258
1940,Auburn,AL,1,0,32.6247895,-85.4906763772009,Alabama,"Auburn, Alabama",53380,258
1941,Autauga County,AL,1,0,32.5088175,-86.6510123622453,Alabama,"Autauga County, Alabama",54571,258
1942,Bessemer,AL,4,0,33.3793105,-86.85822531979501,Alabama,"Bessemer, Alabama",27456,258
1943,Birmingham,AL,47,3,33.3881705,-86.8997525840241,Alabama,"Birmingham, Alabama",212237,258
1946,Carrollton,AL,1,2,33.2619315,-88.09518085362849,Alabama,"Carrollton, Alabama",1019,258
1947,Cherokee County,AL,1,0,34.2342185,-85.6476437121096,Alabama,"Cherokee County, Alabama",25989,258
1948,Cleburne County,AL,3,0,33.5228885,-85.3445728,Alabama,"Cleburne County, Alabama",14972,258
1949,Crawford,AL,1,0,30.7640768,-88.2277825,Alabama,"Crawford, Alabama",61948,258
1950,Cullman,AL,2,1,34.2789835,-86.481277,Alabama,"Cullman, Alabama",14775,258
1951,Decatur,AL,3,0,34.65924,-87.09009329871539,Alabama,"Decatur, Alabama",55683,258
1952,Dothan,AL,1,0,31.1586345,-85.42695861377581,Alabama,"Dothan, Alabama",65496,258
1953,Elmore County,AL,1,0,32.58766445,-86.15187268579311,Alabama,"Elmore County, Alabama",79303,258
1954,Enterprise,AL,1,0,31.2832595,-85.8149727318872,Alabama,"Enterprise, Alabama",26562,258
1955,Eufaula,AL,1,0,31.8912717,-85.1454876,Alabama,"Eufaula, Alabama",13137,258
